100,0.00121,0.0109346  
200,0.00076,0.00684193 
400,0.00069,0.00621007 
800,0.0007,0.00630111  
1600,0.00087,0.00783409
3200,0.00096,0.00864268
6400,0.00237,0.0213489
12800,0.002,0.0180044
25600,0.00167,0.0150485
51200,0.00159,0.0143304
102400,0.00236,0.021261
204800,0.00337,0.0303399
409600,0.00419,0.0377137
819200,0.004,0.0360058
