100,0.00257,0.0232671 
200,0.00148,0.0133244 
400,0.00149,0.0134142 
800,0.00148,0.0133208 
1600,0.00151,0.0135915
3200,0.00152,0.0136811
6400,0.0023,0.0207077
12800,0.00226,0.0203652
25600,0.00321,0.0289008
51200,0.00253,0.0227972
102400,0.00513,0.0461843
204800,0.00472,0.0424924
409600,0.00473,0.0425753
819200,0.00462,0.0415845
